Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
28,63,2,29,partly cloudy,1016.19,3,Autumn,8,mountain,Cloudy
11,95,11.5,91,overcast,996.78,1,Winter,1.5,coastal,Rainy
27,55,9.5,5,clear,1011.04,8,Winter,7,coastal,Sunny
19,61,11,33,overcast,1011.79,3,Summer,5,inland,Cloudy
22,66,6,18,clear,1021.38,7,Winter,8.5,mountain,Sunny
45,77,11.5,69,partly cloudy,841.65,11,Winter,1,coastal,Rainy
31,58,7.5,4,clear,1018.12,9,Winter,6.5,coastal,Sunny
16,87,7,82,overcast,1001.69,13,Winter,10.5,mountain,Cloudy
63,70,21,109,clear,1015.37,6,Autumn,4,coastal,Sunny
-6,96,7,77,partly cloudy,982.31,0,Winter,5,mountain,Snowy
13,67,5.5,26,overcast,1004.12,3,Winter,7.5,coastal,Cloudy
-18,22,7.5,84,partly cloudy,978.23,6,Autumn,9,inland,Cloudy
43,40,3,11,clear,1021.63,10,Spring,6,coastal,Sunny
-1,91,11,56,partly cloudy,999.07,0,Winter,2.5,mountain,Snowy
10,73,9,16,overcast,1012.46,2,Summer,8.5,coastal,Cloudy
-6,60,9,54,partly cloudy,994.18,1,Winter,3.5,inland,Snowy
36,54,6,17,clear,1010.34,5,Spring,8,inland,Sunny
32,67,0.5,1,partly cloudy,1021.59,5,Summer,9.5,mountain,Sunny
20,63,16,68,partly cloudy,1012.84,1,Spring,2.5,inland,Rainy
22,63,3.5,13,clear,1024.74,5,Winter,7,coastal,Sunny
17,81,13,99,overcast,1010.5,1,Spring,3,coastal,Rainy
30,71,17.5,73,overcast,1000.38,3,Summer,2.5,coastal,Rainy
26,77,13.5,22,partly cloudy,1010.63,3,Autumn,8.5,inland,Cloudy
27,41,8.5,7,clear,1028.29,10,Spring,9.5,coastal,Sunny
30,59,10.5,11,overcast,1004.27,3,Spring,8.5,inland,Cloudy
2,67,13,97,partly cloudy,993.74,1,Winter,2,mountain,Snowy
11,62,2.5,47,partly cloudy,1001.87,1,Winter,8.5,mountain,Cloudy
36,105,1,83,overcast,1014.89,1,Spring,11,inland,Cloudy
-17,85,31,70,overcast,999.91,6,Winter,2.5,inland,Snowy
1,96,15.5,84,overcast,995.14,0,Winter,1.5,mountain,Snowy
25,58,11.5,26,partly cloudy,1018.44,1,Winter,6.5,inland,Cloudy
-5,72,14.5,76,partly cloudy,994.11,1,Winter,3,mountain,Snowy
26,53,13,49,cloudy,1076.52,13,Spring,19,mountain,Sunny
33,52,11,35,partly cloudy,1018.11,1,Autumn,6,coastal,Cloudy
17,73,18,53,overcast,1018.22,0,Autumn,3,inland,Rainy
37,66,5,11,clear,1028.66,11,Autumn,8.5,coastal,Sunny
-5,99,9,95,overcast,991.35,1,Winter,3,inland,Snowy
33,68,0.5,13,clear,1012.03,8,Spring,5.5,inland,Sunny
2,73,18.5,87,overcast,995.25,1,Winter,1,mountain,Snowy
-10,78,16,76,overcast,982.31,1,Winter,2.5,mountain,Snowy
14,61,13,48,partly cloudy,1014.99,2,Summer,7.5,inland,Cloudy
18,55,9,26,overcast,1007.43,1,Autumn,8,inland,Cloudy
24,57,12.5,14,overcast,1006.1,4,Autumn,7,mountain,Cloudy
21,40,8.5,2,clear,1027.11,5,Spring,9.5,inland,Sunny
40,34,4,16,clear,1028.69,9,Autumn,10,mountain,Sunny
2,91,2.5,71,overcast,985.01,4,Winter,1,mountain,Snowy
27,97,9.5,51,overcast,1005.04,1,Summer,4.5,coastal,Rainy
34,56,9.5,45,partly cloudy,1016.19,3,Autumn,6,coastal,Cloudy
11,63,14.5,26,overcast,1004.75,1,Spring,7,coastal,Cloudy
3,98,9,82,partly cloudy,998.41,0,Winter,2.5,mountain,Snowy
12,85,9.5,68,overcast,1018.13,2,Autumn,2,inland,Rainy
25,63,10,2,clear,1014.38,9,Summer,5.5,coastal,Sunny
14,82,5.5,73,partly cloudy,1001.46,1,Winter,3.5,coastal,Rainy
-1,79,6,64,overcast,991,0,Winter,1,mountain,Snowy
22,59,12,46,partly cloudy,1009.4,2,Autumn,7.5,mountain,Cloudy
98,104,19,108,clear,1016.45,3,Summer,7,coastal,Sunny
-8,76,5.5,61,overcast,990.26,1,Winter,2,inland,Snowy
-2,62,18.5,52,overcast,993,1,Winter,2.5,mountain,Snowy
19,78,19,71,overcast,1016.53,1,Spring,1.5,inland,Rainy
-6,84,17.5,81,overcast,980.66,1,Winter,1.5,mountain,Snowy
-4,73,16,98,overcast,999.05,7,Winter,2.5,inland,Snowy
38,24,10,17,clear,1029.06,7,Summer,5,coastal,Sunny
34,44,7,13,clear,1013.91,10,Autumn,9,mountain,Sunny
34,52,7,13,overcast,1009.3,1,Summer,8,coastal,Cloudy
20,51,15,26,partly cloudy,1007.98,1,Autumn,7,inland,Cloudy
29,80,5,90,overcast,993.65,1,Winter,4,coastal,Rainy
29,92,15,79,overcast,992.23,2,Autumn,3,inland,Rainy
43,89,18.5,79,clear,1016.54,2,Autumn,8,coastal,Sunny
3,70,11,88,overcast,981.38,0,Winter,4,inland,Snowy
23,83,10.5,86,overcast,992.7,2,Autumn,3.5,coastal,Rainy
10,72,7.5,17,partly cloudy,1009.62,4,Summer,8,inland,Cloudy
-1,55,11,51,overcast,855.6,2,Summer,19.5,inland,Sunny
36,33,7,1,clear,1015.63,7,Summer,8.5,mountain,Sunny
13,54,3,20,partly cloudy,1015.07,4,Autumn,7,coastal,Cloudy
15,61,5,88,overcast,1002.34,0,Spring,3.5,mountain,Rainy
33,66,5.5,48,partly cloudy,1002.33,4,Winter,5.5,inland,Cloudy
19,76,12.5,35,partly cloudy,1017.26,4,Summer,8,inland,Cloudy
22,40,3.5,16,clear,1013.41,8,Autumn,7.5,inland,Sunny
15,72,7,62,overcast,1008.17,0,Summer,3,inland,Rainy
27,70,19,60,overcast,993.41,2,Winter,2,inland,Rainy
-18,42,0.5,80,overcast,821.53,11,Spring,2,mountain,Sunny
-5,66,6.5,75,overcast,994.79,0,Winter,3,inland,Snowy
-8,69,19,98,partly cloudy,992.39,1,Winter,2,inland,Snowy
23,99,7,56,overcast,993.28,1,Summer,1.5,coastal,Rainy
34,87,13.5,75,overcast,1019.73,2,Autumn,5,mountain,Rainy
24,72,14,87,overcast,1002.27,2,Spring,2.5,coastal,Rainy
27,37,7.5,7,clear,1028.46,10,Summer,7,coastal,Sunny
2,70,18,79,overcast,990.08,1,Winter,2,inland,Snowy
3,76,3,69,overcast,1099.58,3,Winter,9.5,coastal,Sunny
21,86,17,73,partly cloudy,1018.37,6,Winter,13,coastal,Cloudy
24,68,7.5,19,clear,1017.23,10,Summer,7.5,inland,Sunny
-19,77,14,89,overcast,822.98,2,Winter,7.5,mountain,Cloudy
18,82,8.5,83,overcast,999.13,0,Summer,2.5,coastal,Rainy
31,67,19.5,86,overcast,1005.02,1,Summer,4,coastal,Rainy
34,61,1.5,34,partly cloudy,1000.08,3,Spring,7,coastal,Cloudy
38,42,8.5,5,clear,1017.65,10,Autumn,7,mountain,Sunny
13,95,5.5,62,partly cloudy,1000.32,0,Winter,3.5,coastal,Rainy
32,61,19.5,82,overcast,1000.68,1,Winter,2,inland,Rainy
11,65,4.5,14,overcast,1001.15,4,Summer,8,inland,Cloudy
-2,68,10,93,overcast,985.51,1,Winter,3,mountain,Snowy
28,54,2.5,7,clear,1014.29,10,Summer,5.5,inland,Sunny
22,58,3.5,6,clear,1018.93,8,Autumn,8,inland,Sunny
32,25,1.5,1,clear,1010.97,6,Summer,9.5,inland,Sunny
33,59,5.5,2,clear,1023.55,6,Winter,7,inland,Sunny
1,83,1.5,67,overcast,984.98,1,Winter,1,mountain,Snowy
11,67,13.5,97,overcast,997.48,3,Summer,4.5,mountain,Rainy
25,58,5.5,1,partly cloudy,1029.75,7,Summer,9.5,mountain,Sunny
-15,54,2,47,partly cloudy,830.65,1,Winter,8.5,coastal,Snowy
-9,79,10,85,overcast,997.3,1,Winter,3.5,mountain,Snowy
16,69,5,38,partly cloudy,1007.71,1,Summer,5.5,mountain,Cloudy
38,94,3.5,88,clear,1020.9,6,Summer,7,mountain,Sunny
40,25,3.5,5,partly cloudy,1020.79,8,Winter,6,inland,Sunny
30,82,20,70,overcast,1010.74,3,Summer,2,mountain,Rainy
26,91,19.5,90,overcast,1010.6,2,Autumn,4,mountain,Rainy
44,63,8,1,clear,1026.02,6,Winter,6,mountain,Sunny
26,56,7,1,partly cloudy,1023.9,8,Autumn,8.5,coastal,Sunny
21,89,16.5,58,overcast,993.03,2,Winter,3.5,coastal,Rainy
-4,95,7.5,90,partly cloudy,987.38,1,Winter,2.5,mountain,Snowy
4,58,14.5,46,overcast,809.82,7,Autumn,16,coastal,Rainy
32,97,14.5,93,partly cloudy,1017.26,1,Summer,4.5,inland,Rainy
-2,93,0.5,66,overcast,997.17,0,Winter,2.5,inland,Snowy
-9,76,15,83,overcast,990.78,1,Winter,2.5,inland,Snowy
61,84,6.5,90,clear,1026.41,13,Spring,4.5,coastal,Sunny
52,71,9.5,81,partly cloudy,1008.58,3,Winter,3,mountain,Cloudy
17,52,5.5,43,overcast,1014.99,2,Winter,6,mountain,Cloudy
22,59,2,4,partly cloudy,1022.79,7,Spring,6,inland,Sunny
-4,79,19,90,overcast,980.82,1,Winter,1.5,mountain,Snowy
20,89,17.5,80,partly cloudy,995.84,1,Winter,3.5,coastal,Rainy
34,76,6.5,82,overcast,1002.77,0,Winter,4,coastal,Rainy
30,23,3,16,partly cloudy,1021.2,5,Winter,10,mountain,Sunny
-8,37,10,67,overcast,1018.94,13,Autumn,8.5,coastal,Rainy
92,86,8.5,107,partly cloudy,1020.9,8,Summer,11,coastal,Sunny
28,66,11.5,49,overcast,1017.46,4,Summer,8.5,mountain,Cloudy
1,66,17,69,overcast,991.77,0,Winter,2,mountain,Snowy
13,55,6.5,30,partly cloudy,1014.21,3,Winter,9,inland,Cloudy
-6,78,5,64,overcast,986.38,1,Winter,1.5,inland,Snowy
31,68,9,41,partly cloudy,1016.6,2,Spring,7,inland,Cloudy
18,60,11,50,overcast,1000.21,2,Winter,3,coastal,Rainy
-3,91,13,75,overcast,995.59,1,Winter,1.5,inland,Snowy
22,62,2.5,10,partly cloudy,1020.16,5,Spring,8,inland,Sunny
-9,88,12.5,82,overcast,986,0,Winter,1.5,inland,Snowy
33,41,6,65,cloudy,1185.35,4,Spring,9.5,inland,Sunny
1,93,17.5,108,overcast,991.62,4,Winter,3.5,inland,Snowy
-8,64,20,53,overcast,984.51,0,Winter,4,inland,Snowy
21,56,7,10,partly cloudy,1002.94,3,Summer,9,inland,Cloudy
24,86,23,102,overcast,1002.71,7,Summer,1.5,coastal,Rainy
32,36,9.5,1,clear,1011.74,5,Winter,5,mountain,Sunny
32,65,7.5,9,clear,1022.08,6,Summer,8.5,mountain,Sunny
13,89,8,75,partly cloudy,992.43,1,Winter,2.5,inland,Rainy
-14,85,25,92,overcast,987.59,8,Winter,3.5,inland,Snowy
16,84,14,62,overcast,1009.61,3,Spring,2,mountain,Rainy
30,72,18.5,72,overcast,999.1,0,Autumn,2,coastal,Rainy
-8,76,29,101,overcast,989.46,5,Winter,4.5,inland,Snowy
33,44,0,9,partly cloudy,1021.39,10,Summer,7,coastal,Sunny
23,99,21,81,partly cloudy,1019.45,13,Winter,6.5,mountain,Cloudy
-16,33,3,91,partly cloudy,864.6,10,Summer,10,inland,Rainy
27,51,9,5,partly cloudy,1028.83,8,Winter,9,inland,Sunny
23,55,13,41,partly cloudy,1011.91,3,Winter,9,inland,Cloudy
23,89,19.5,52,overcast,992.98,3,Spring,3,inland,Rainy
4,95,12.5,73,overcast,983.52,0,Winter,1,inland,Snowy
43,32,4,19,partly cloudy,1017.66,9,Winter,8,inland,Sunny
32,59,2,12,overcast,1008.35,4,Summer,8,inland,Cloudy
30,53,13.5,22,overcast,1009.03,1,Summer,6.5,coastal,Cloudy
23,78,19.5,80,overcast,992.2,1,Spring,4.5,inland,Rainy
25,107,9.5,92,overcast,1008.47,11,Summer,4.5,mountain,Rainy
24,27,2.5,15,clear,1016.64,11,Autumn,7.5,inland,Sunny
-7,76,19.5,71,overcast,987.62,1,Winter,3.5,inland,Snowy
-8,85,14,83,overcast,981.36,1,Winter,1.5,inland,Snowy
10,91,19.5,71,overcast,997.3,1,Winter,2.5,inland,Rainy
-2,93,19,68,overcast,986.41,0,Winter,1,inland,Snowy
49,92,18.5,83,partly cloudy,1014.95,14,Autumn,1.5,mountain,Sunny
15,78,7.5,99,overcast,1002.39,0,Spring,2.5,mountain,Rainy
26,50,8.5,6,clear,1021.6,6,Autumn,6,coastal,Sunny
-12,26,11,77,cloudy,819.15,4,Winter,3,coastal,Sunny
34,22,9.5,5,clear,1016.34,7,Winter,8.5,inland,Sunny
36,52,4.5,4,clear,1017.71,11,Autumn,10,mountain,Sunny
16,65,14,17,partly cloudy,1019.78,1,Spring,7.5,mountain,Cloudy
2,77,8.5,81,overcast,992.01,0,Winter,1.5,inland,Snowy
-4,82,16.5,96,overcast,982.8,1,Winter,2,inland,Snowy
42,44,9.5,18,clear,1020.59,8,Autumn,9.5,coastal,Sunny
0,92,5,95,overcast,992.78,13,Winter,1.5,inland,Snowy
-2,38,11,18,overcast,976.02,5,Spring,16,mountain,Snowy
23,74,21,89,partly cloudy,1005.29,2,Spring,7.5,mountain,Cloudy
33,59,3,24,partly cloudy,1008.7,2,Summer,7,coastal,Cloudy
40,81,33.5,90,partly cloudy,993.66,12,Spring,1.5,mountain,Rainy
34,70,6,69,cloudy,922.46,3,Summer,6,coastal,Snowy
29,43,3.5,7,clear,1016.03,7,Summer,5,inland,Sunny
36,59,6,19,partly cloudy,1013.04,5,Summer,8,inland,Sunny
-2,88,7,71,partly cloudy,982.88,1,Winter,3.5,mountain,Snowy
19,64,14.5,48,partly cloudy,1004.4,2,Summer,6.5,mountain,Cloudy
27,27,0.5,11,clear,1013.39,10,Spring,8,mountain,Sunny
28,43,1.5,4,clear,1014.25,9,Winter,7,inland,Sunny
32,88,11.5,56,overcast,1014.94,3,Summer,2,inland,Rainy
-5,100,38.5,81,overcast,984.77,9,Winter,2.5,mountain,Snowy
37,98,10.5,100,partly cloudy,1015.77,10,Summer,9,coastal,Sunny
27,97,14.5,90,partly cloudy,1004.81,0,Winter,3.5,coastal,Rainy
28,24,2,17,clear,1015.12,8,Winter,10,inland,Sunny
13,61,12.5,33,partly cloudy,1004.63,4,Autumn,7,mountain,Cloudy
35,37,1.5,15,partly cloudy,1013.2,7,Spring,8,inland,Sunny
37,33,11.5,87,overcast,1117.03,7,Autumn,18.5,inland,Cloudy
75,82,10,86,partly cloudy,1026.77,3,Spring,3,coastal,Sunny
0,37,13,23,overcast,959.99,7,Spring,19.5,inland,Rainy
2,104,8,72,partly cloudy,986.33,14,Winter,2,inland,Snowy
34,21,5.5,12,clear,1028.81,5,Summer,8,coastal,Sunny
30,39,0,6,clear,1029.82,6,Summer,8,mountain,Sunny
2,80,10.5,99,overcast,993.7,0,Winter,2,inland,Snowy
4,60,7.5,90,partly cloudy,999.01,1,Winter,2,inland,Snowy
34,38,5,12,clear,1019.28,5,Spring,7,coastal,Sunny
12,76,9,18,overcast,1018.4,3,Autumn,7.5,mountain,Cloudy
39,59,8,13,partly cloudy,1017.07,9,Summer,7.5,mountain,Sunny
4,78,4.5,82,overcast,994.91,0,Winter,4.5,mountain,Snowy
36,65,7.5,1,clear,1026.61,8,Spring,9.5,mountain,Sunny
32,45,9,10,clear,1028.35,11,Spring,7,inland,Sunny
-3,90,7,97,partly cloudy,989.68,0,Winter,3.5,inland,Snowy
22,62,0.5,38,overcast,1008.38,2,Autumn,5.5,coastal,Cloudy
33,96,6.5,95,overcast,1003.49,0,Summer,3.5,mountain,Rainy
44,38,8,2,partly cloudy,1026.88,8,Spring,10,inland,Sunny
27,57,2,1,clear,1017.64,10,Winter,6,coastal,Sunny
27,33,9,17,clear,1022.7,11,Winter,9.5,mountain,Sunny
44,50,2.5,14,partly cloudy,1012.08,11,Winter,9,inland,Sunny
29,68,8,11,clear,1010.09,6,Summer,9.5,mountain,Sunny
-3,70,8,70,overcast,992.49,0,Winter,4.5,inland,Snowy
17,54,4.5,13,partly cloudy,1016.31,4,Spring,5,inland,Cloudy
35,48,4.5,4,clear,1024.97,8,Summer,5,coastal,Sunny
25,21,7,0,clear,1015.28,5,Summer,6,inland,Sunny
27,89,9.5,53,overcast,1014.06,2,Autumn,2.5,coastal,Rainy
29,61,14,55,overcast,1019.84,3,Winter,4.5,mountain,Rainy
12,87,19.5,78,overcast,1012.4,2,Winter,2.5,mountain,Rainy
-8,81,10.5,63,overcast,983.17,0,Winter,4.5,mountain,Snowy
26,79,13.5,25,partly cloudy,1008.47,2,Summer,6,inland,Cloudy
-15,73,14,73,overcast,1090.57,4,Autumn,14,coastal,Cloudy
-9,84,15.5,65,overcast,992.85,1,Winter,4.5,mountain,Snowy
-3,95,19.5,72,overcast,989.93,0,Winter,3.5,inland,Snowy
19,25,7.5,78,cloudy,927.22,7,Winter,15,coastal,Snowy
32,34,1,12,clear,1015.74,7,Winter,8,mountain,Sunny
22,106,15,108,overcast,1016.6,4,Summer,6,mountain,Rainy
37,46,5,10,clear,1029.71,7,Autumn,7.5,inland,Sunny
28,68,3.5,8,partly cloudy,1017.96,10,Autumn,5.5,coastal,Sunny
22,35,3.5,0,clear,1012.04,6,Spring,6.5,coastal,Sunny
-1,93,5,85,partly cloudy,993.52,1,Winter,3.5,mountain,Snowy
23,22,0.5,12,partly cloudy,1027.46,7,Winter,6.5,inland,Sunny
-6,82,18,65,partly cloudy,989.4,1,Winter,4.5,mountain,Snowy
25,70,14,48,overcast,1009.35,4,Winter,5.5,inland,Cloudy
13,94,15,94,overcast,1018.17,2,Autumn,1.5,mountain,Rainy
23,54,10,15,partly cloudy,1013.91,5,Winter,7.5,coastal,Sunny
25,55,12.5,90,partly cloudy,1066.72,3,Autumn,2,inland,Sunny
-7,79,16.5,69,overcast,989.28,1,Winter,1,mountain,Snowy
31,48,6.5,19,clear,1027.75,5,Autumn,9.5,coastal,Sunny
1,77,5,55,overcast,993.03,0,Winter,3,inland,Snowy
32,23,5.5,73,cloudy,1137.23,8,Winter,6,inland,Sunny
13,61,12.5,93,partly cloudy,1008.84,0,Summer,5,coastal,Rainy
32,71,11.5,15,overcast,1013.15,3,Summer,7.5,coastal,Cloudy
28,80,17.5,64,partly cloudy,1015.44,1,Winter,4,mountain,Rainy
36,63,1,10,partly cloudy,1028.04,5,Summer,6.5,inland,Sunny
12,79,17.5,99,overcast,1006.53,1,Spring,1.5,coastal,Rainy
27,79,4.5,31,overcast,1010.97,1,Spring,9,mountain,Cloudy
-3,80,14,78,partly cloudy,980.79,1,Winter,1.5,mountain,Snowy
-4,69,3,69,overcast,996.15,0,Winter,1.5,mountain,Snowy
16,75,14.5,43,partly cloudy,1000.58,1,Spring,5.5,mountain,Cloudy
64,85,20.5,77,clear,1011.89,8,Spring,13.5,mountain,Sunny
13,78,8,59,overcast,1003.42,1,Autumn,1,inland,Rainy
-11,74,9.5,86,cloudy,887.93,3,Autumn,15,coastal,Sunny
-1,61,12,81,overcast,999.12,0,Winter,3,mountain,Snowy
38,63,5.5,11,clear,1013.87,11,Spring,7.5,mountain,Sunny
45,78,17.5,77,clear,1016.75,4,Winter,2,inland,Sunny
30,98,5,66,overcast,1012.74,2,Spring,3,coastal,Rainy
-8,93,13,80,overcast,988.73,1,Winter,4,mountain,Snowy
26,83,9.5,54,overcast,1018.87,3,Summer,4.5,mountain,Rainy
-6,60,1.5,74,overcast,990.96,1,Winter,2,mountain,Snowy
-1,84,12.5,74,overcast,997.24,1,Winter,4,inland,Snowy
-9,88,16.5,86,overcast,991.89,1,Winter,2,inland,Snowy
33,63,12.5,25,partly cloudy,1009.31,4,Winter,6,mountain,Cloudy
30,31,5.5,2,clear,1023.22,6,Autumn,9,mountain,Sunny
30,61,7.5,6,partly cloudy,1019.19,10,Spring,9.5,inland,Sunny
11,67,1.5,31,cloudy,918.78,11,Autumn,2.5,coastal,Snowy
32,35,5.5,9,partly cloudy,1010.24,6,Summer,9,coastal,Sunny
32,75,14,10,overcast,1009.31,2,Autumn,6,coastal,Cloudy
19,73,12,43,partly cloudy,1016.1,4,Spring,5.5,coastal,Cloudy
31,63,7.5,16,clear,1028.64,8,Summer,8,mountain,Sunny
11,51,7.5,31,overcast,1009.49,2,Autumn,8.5,inland,Cloudy
30,34,9.5,12,clear,1018.43,9,Spring,9.5,inland,Sunny
31,60,3,47,partly cloudy,1012.14,4,Summer,6.5,mountain,Cloudy
12,70,10.5,73,overcast,993.83,2,Autumn,1,mountain,Rainy
28,49,4.5,12,clear,1010.13,11,Spring,8,mountain,Sunny
11,73,19,82,overcast,993.96,1,Winter,2,mountain,Rainy
-9,60,5,51,overcast,992.14,1,Winter,5,inland,Snowy
-22,84,29.5,70,overcast,986.24,6,Winter,2.5,inland,Snowy
28,63,7,12,overcast,1011.03,3,Spring,8,inland,Cloudy
-4,67,17,67,overcast,997.24,1,Winter,4.5,mountain,Snowy
14,90,7,66,overcast,1011.74,0,Spring,4.5,mountain,Rainy
28,67,3,9,clear,1023.54,5,Winter,5,inland,Sunny
27,40,5,15,clear,1026.05,9,Summer,7,mountain,Sunny
18,77,15.5,64,overcast,1015.8,2,Summer,2,inland,Rainy
44,64,6,5,clear,1013.09,9,Winter,9,coastal,Sunny
36,26,6,36,cloudy,883.59,13,Autumn,6,coastal,Rainy
37,38,1,15,clear,1014.51,7,Autumn,9.5,mountain,Sunny
24,44,3,3,clear,1021.75,7,Autumn,8,coastal,Sunny
34,51,8,8,clear,1010.17,9,Spring,8,mountain,Sunny
-1,87,5.5,62,overcast,980.67,1,Winter,4,inland,Snowy
22,69,8,66,overcast,1001.46,0,Spring,4,mountain,Rainy
1,61,7.5,65,cloudy,839.07,0,Autumn,14.5,coastal,Rainy
33,36,2,4,clear,1017.25,10,Winter,9.5,inland,Sunny
44,43,5,16,clear,1027.36,7,Winter,7.5,inland,Sunny
34,53,7,22,partly cloudy,1004.25,3,Winter,7,inland,Cloudy
12,86,17.5,82,partly cloudy,998.91,3,Autumn,3.5,coastal,Rainy
27,58,11,37,partly cloudy,1005.12,1,Winter,8.5,inland,Cloudy
32,65,14.5,78,overcast,998.06,3,Summer,3.5,coastal,Rainy
43,45,5.5,13,clear,1012.37,8,Winter,9,coastal,Sunny
19,74,13,98,overcast,1003.68,1,Spring,4,coastal,Rainy
15,90,6.5,97,overcast,1018.37,2,Summer,2,coastal,Rainy
30,106,22.5,109,overcast,998.32,13,Spring,2,inland,Rainy
24,76,16,99,overcast,1006.68,3,Winter,1.5,coastal,Rainy
41,60,6.5,4,partly cloudy,1026.24,6,Spring,5.5,mountain,Sunny
20,50,5.5,84,overcast,899.44,8,Autumn,7.5,mountain,Cloudy
29,56,11,16,overcast,1005.23,2,Autumn,8,coastal,Cloudy
13,61,13,18,partly cloudy,1018.6,2,Spring,7.5,inland,Cloudy
4,99,9,77,partly cloudy,981.23,0,Winter,4,inland,Snowy
27,92,9,65,overcast,1003.41,3,Winter,4.5,coastal,Rainy
31,97,17,79,overcast,1004.51,2,Summer,3.5,coastal,Rainy
9,32,4,46,overcast,809.99,9,Autumn,7.5,coastal,Cloudy
24,62,6,13,clear,1024.56,7,Autumn,5,coastal,Sunny
3,75,5.5,36,overcast,1094.79,0,Winter,14,inland,Snowy
10,63,20,50,overcast,995.6,1,Spring,2.5,mountain,Rainy
32,51,6,43,partly cloudy,1007.13,4,Spring,7,inland,Cloudy
20,73,0.5,86,overcast,1014.44,9,Winter,6,coastal,Cloudy
0,90,19.5,82,overcast,988.89,1,Winter,1.5,inland,Snowy
49,26,1.5,46,partly cloudy,1156.95,7,Winter,1.5,coastal,Snowy
23,63,9.5,17,partly cloudy,1007.1,1,Autumn,5.5,mountain,Cloudy
3,63,17,68,overcast,997.09,1,Winter,3.5,mountain,Snowy
20,77,14.5,86,overcast,1012.4,5,Summer,3.5,inland,Rainy
23,30,5,83,partly cloudy,888.58,12,Winter,8.5,coastal,Cloudy
49,92,13.5,108,overcast,1018.17,11,Spring,4.5,coastal,Rainy
12,65,12.5,29,overcast,1006.37,3,Spring,7.5,inland,Cloudy
17,39,1.5,40,partly cloudy,1027.2,0,Winter,16.5,inland,Cloudy
11,75,9,15,partly cloudy,1018.23,2,Autumn,9,mountain,Cloudy
31,73,14.5,36,partly cloudy,1009.35,4,Spring,6.5,inland,Cloudy
58,101,12,78,partly cloudy,1021.29,4,Spring,3.5,inland,Sunny
4,94,18.5,88,partly cloudy,997.56,1,Winter,3.5,mountain,Snowy
-15,20,13.5,76,partly cloudy,963.25,13,Spring,14.5,coastal,Rainy
12,65,20,85,overcast,1003.91,3,Summer,1.5,inland,Rainy
37,47,6.5,4,clear,1020.52,11,Spring,9,coastal,Sunny
23,78,34.5,97,overcast,1008.85,6,Autumn,3.5,inland,Rainy
16,71,3,104,partly cloudy,1009.56,9,Spring,5.5,coastal,Cloudy
-2,60,13.5,75,overcast,997.81,1,Winter,4.5,mountain,Snowy
33,73,19.5,93,clear,1027.82,2,Winter,6.5,inland,Sunny
10,78,15,24,partly cloudy,1007.08,2,Autumn,8,inland,Cloudy
33,65,9.5,0,partly cloudy,1026.33,5,Autumn,5,mountain,Sunny
11,50,8,22,overcast,1013.91,3,Spring,6,mountain,Cloudy
32,72,13,13,partly cloudy,1001.27,2,Autumn,9,coastal,Cloudy
44,66,2,9,clear,1019.66,7,Summer,9,mountain,Sunny
25,56,14.5,39,overcast,1016,3,Spring,7.5,mountain,Cloudy
32,65,1.5,17,partly cloudy,1007.14,3,Spring,6,coastal,Cloudy
24,92,8.5,52,overcast,998.62,3,Spring,3.5,inland,Rainy
14,60,1.5,35,partly cloudy,1013.94,1,Summer,6.5,mountain,Cloudy
33,66,9,24,partly cloudy,1004.24,4,Spring,6,mountain,Cloudy
34,85,13.5,87,overcast,1001.87,2,Summer,1,inland,Rainy
16,109,38,98,partly cloudy,1019.21,1,Winter,1.5,mountain,Rainy
29,36,2.5,1,partly cloudy,1022.15,11,Winter,9.5,mountain,Sunny
25,63,0.5,46,overcast,1016.21,3,Spring,5.5,coastal,Cloudy
34,78,7,18,partly cloudy,1008.12,2,Autumn,8,mountain,Cloudy
44,90,2.5,82,partly cloudy,1012,12,Winter,8.5,mountain,Cloudy
-4,79,19,98,overcast,980.71,1,Winter,4,inland,Snowy
28,58,3,26,partly cloudy,1017.24,2,Autumn,7.5,inland,Cloudy
10,62,12,28,overcast,1015.42,4,Summer,8,mountain,Cloudy
26,61,13.5,25,overcast,1000.09,3,Summer,6.5,mountain,Cloudy
-5,74,14,67,overcast,984.62,1,Winter,2,inland,Snowy
20,67,15,37,partly cloudy,1010.43,1,Winter,6,coastal,Cloudy
10,76,11,63,overcast,996.96,3,Autumn,2,inland,Rainy
31,62,1,17,overcast,1008.23,3,Winter,8,inland,Cloudy
12,53,0.5,28,partly cloudy,1014.91,1,Summer,6.5,coastal,Cloudy
20,93,19,65,partly cloudy,1013.42,1,Winter,2,inland,Rainy
15,67,14.5,37,partly cloudy,1008.8,3,Winter,7,coastal,Cloudy
24,61,8.5,65,overcast,998.75,1,Winter,3.5,coastal,Rainy
32,89,11.5,57,partly cloudy,1019.84,1,Spring,4.5,mountain,Rainy
-8,78,1.5,98,partly cloudy,990.41,0,Winter,2,mountain,Snowy
14,63,12,40,overcast,1018.31,1,Summer,7.5,coastal,Cloudy
22,71,15,52,overcast,996.78,2,Spring,3.5,inland,Rainy
71,101,26,78,partly cloudy,1018.54,11,Autumn,6,inland,Cloudy
1,99,2.5,98,partly cloudy,983.39,0,Winter,2.5,inland,Snowy
